2022-01-12 15:33:29,729 - INFO - --- Configs List---
2022-01-12 15:33:29,729 - INFO - --- Dadaset:MIRFlickr
2022-01-12 15:33:29,729 - INFO - --- Train:True
2022-01-12 15:33:29,729 - INFO - --- Bit:16
2022-01-12 15:33:29,729 - INFO - --- Alpha:0.5
2022-01-12 15:33:29,729 - INFO - --- Beta:0.1
2022-01-12 15:33:29,729 - INFO - --- Lambda:0.4
2022-01-12 15:33:29,729 - INFO - --- Mu:1.4
2022-01-12 15:33:29,729 - INFO - --- Batch:32
2022-01-12 15:33:29,729 - INFO - --- Lr_IMG:0.01
2022-01-12 15:33:29,729 - INFO - --- Lr_TXT:0.01
2022-01-13 18:09:55,237 - INFO - Epoch [23/300], Iter [39/39] Loss: -0.5834
2022-01-13 18:09:58,470 - INFO - Epoch [24/300], Iter [39/39] Loss: -0.5959
2022-01-13 18:10:01,766 - INFO - Epoch [25/300], Iter [39/39] Loss: -0.6013
2022-01-13 18:10:05,074 - INFO - Epoch [26/300], Iter [39/39] Loss: -0.6151
2022-01-13 18:10:08,453 - INFO - Epoch [27/300], Iter [39/39] Loss: -0.6099
2022-01-13 18:10:11,687 - INFO - Epoch [28/300], Iter [39/39] Loss: -0.6194
2022-01-13 18:10:14,953 - INFO - Epoch [29/300], Iter [39/39] Loss: -0.6124
2022-01-13 18:10:18,241 - INFO - Epoch [30/300], Iter [39/39] Loss: -0.6166
2022-01-13 18:10:21,492 - INFO - Epoch [31/300], Iter [39/39] Loss: -0.6193
2022-01-13 18:10:24,706 - INFO - Epoch [32/300], Iter [39/39] Loss: -0.6240
2022-01-13 18:10:27,968 - INFO - Epoch [33/300], Iter [39/39] Loss: -0.6083
2022-01-13 18:10:31,313 - INFO - Epoch [34/300], Iter [39/39] Loss: -0.6345
2022-01-13 18:10:34,631 - INFO - Epoch [35/300], Iter [39/39] Loss: -0.6469
2022-01-13 18:10:37,915 - INFO - Epoch [36/300], Iter [39/39] Loss: -0.6494
2022-01-13 18:10:41,326 - INFO - Epoch [37/300], Iter [39/39] Loss: -0.6431
2022-01-13 18:10:44,539 - INFO - Epoch [38/300], Iter [39/39] Loss: -0.6598
2022-01-13 18:10:47,764 - INFO - Epoch [39/300], Iter [39/39] Loss: -0.6595
2022-01-13 18:10:51,035 - INFO - Epoch [40/300], Iter [39/39] Loss: -0.6529
2022-01-13 18:10:51,077 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:11:05,337 - INFO - mAP@50 I->T: 0.882, mAP@50 T->I: 0.856
2022-01-13 18:11:05,337 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:11:05,337 - INFO - --------------------------------------------------------------------
2022-01-13 18:11:08,771 - INFO - Epoch [41/300], Iter [39/39] Loss: -0.6200
2022-01-13 18:11:12,182 - INFO - Epoch [42/300], Iter [39/39] Loss: -0.6745
2022-01-13 18:11:15,541 - INFO - Epoch [43/300], Iter [39/39] Loss: -0.6706
2022-01-13 18:11:18,853 - INFO - Epoch [44/300], Iter [39/39] Loss: -0.6364
2022-01-13 18:11:22,263 - INFO - Epoch [45/300], Iter [39/39] Loss: -0.6739
2022-01-13 18:11:25,609 - INFO - Epoch [46/300], Iter [39/39] Loss: -0.6678
2022-01-13 18:11:28,973 - INFO - Epoch [47/300], Iter [39/39] Loss: -0.6677
2022-01-13 18:11:32,463 - INFO - Epoch [48/300], Iter [39/39] Loss: -0.6684
2022-01-13 18:11:35,776 - INFO - Epoch [49/300], Iter [39/39] Loss: -0.6744
2022-01-13 18:11:39,231 - INFO - Epoch [50/300], Iter [39/39] Loss: -0.6721
2022-01-13 18:11:42,546 - INFO - Epoch [51/300], Iter [39/39] Loss: -0.6712
2022-01-13 18:11:45,958 - INFO - Epoch [52/300], Iter [39/39] Loss: -0.6739
2022-01-13 18:11:49,264 - INFO - Epoch [53/300], Iter [39/39] Loss: -0.6623
2022-01-13 18:11:52,596 - INFO - Epoch [54/300], Iter [39/39] Loss: -0.6777
2022-01-13 18:11:56,000 - INFO - Epoch [55/300], Iter [39/39] Loss: -0.6777
2022-01-13 18:11:59,329 - INFO - Epoch [56/300], Iter [39/39] Loss: -0.6914
2022-01-13 18:12:02,625 - INFO - Epoch [57/300], Iter [39/39] Loss: -0.6649
2022-01-13 18:12:05,922 - INFO - Epoch [58/300], Iter [39/39] Loss: -0.6673
2022-01-13 18:12:09,240 - INFO - Epoch [59/300], Iter [39/39] Loss: -0.6561
2022-01-13 18:12:12,592 - INFO - Epoch [60/300], Iter [39/39] Loss: -0.6732
2022-01-13 18:12:15,878 - INFO - Epoch [61/300], Iter [39/39] Loss: -0.6462
2022-01-13 18:12:19,224 - INFO - Epoch [62/300], Iter [39/39] Loss: -0.6901
2022-01-13 18:12:22,500 - INFO - Epoch [63/300], Iter [39/39] Loss: -0.6714
2022-01-13 18:12:25,837 - INFO - Epoch [64/300], Iter [39/39] Loss: -0.6713
2022-01-13 18:12:29,172 - INFO - Epoch [65/300], Iter [39/39] Loss: -0.6920
2022-01-13 18:12:32,544 - INFO - Epoch [66/300], Iter [39/39] Loss: -0.6682
2022-01-13 18:12:35,851 - INFO - Epoch [67/300], Iter [39/39] Loss: -0.6682
2022-01-13 18:12:39,156 - INFO - Epoch [68/300], Iter [39/39] Loss: -0.6944
2022-01-13 18:12:42,509 - INFO - Epoch [69/300], Iter [39/39] Loss: -0.7032
2022-01-13 18:12:45,897 - INFO - Epoch [70/300], Iter [39/39] Loss: -0.6857
2022-01-13 18:12:49,212 - INFO - Epoch [71/300], Iter [39/39] Loss: -0.6961
2022-01-13 18:12:52,515 - INFO - Epoch [72/300], Iter [39/39] Loss: -0.6832
2022-01-13 18:12:55,835 - INFO - Epoch [73/300], Iter [39/39] Loss: -0.6711
2022-01-13 18:12:59,181 - INFO - Epoch [74/300], Iter [39/39] Loss: -0.7031
2022-01-13 18:13:02,612 - INFO - Epoch [75/300], Iter [39/39] Loss: -0.6998
2022-01-13 18:13:06,034 - INFO - Epoch [76/300], Iter [39/39] Loss: -0.6756
2022-01-13 18:13:09,475 - INFO - Epoch [77/300], Iter [39/39] Loss: -0.6825
2022-01-13 18:13:12,771 - INFO - Epoch [78/300], Iter [39/39] Loss: -0.6939
2022-01-13 18:13:16,187 - INFO - Epoch [79/300], Iter [39/39] Loss: -0.6910
2022-01-13 18:13:19,591 - INFO - Epoch [80/300], Iter [39/39] Loss: -0.7014
2022-01-13 18:13:19,631 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:13:34,545 - INFO - mAP@50 I->T: 0.879, mAP@50 T->I: 0.847
2022-01-13 18:13:34,545 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:13:34,552 - INFO - --------------------------------------------------------------------
2022-01-13 18:13:37,964 - INFO - Epoch [81/300], Iter [39/39] Loss: -0.6867
2022-01-13 18:13:41,372 - INFO - Epoch [82/300], Iter [39/39] Loss: -0.7037
2022-01-13 18:13:44,581 - INFO - Epoch [83/300], Iter [39/39] Loss: -0.6887
2022-01-13 18:13:47,796 - INFO - Epoch [84/300], Iter [39/39] Loss: -0.6892
2022-01-13 18:13:51,008 - INFO - Epoch [85/300], Iter [39/39] Loss: -0.6967
2022-01-13 18:13:54,382 - INFO - Epoch [86/300], Iter [39/39] Loss: -0.7052
2022-01-13 18:13:57,685 - INFO - Epoch [87/300], Iter [39/39] Loss: -0.6792
2022-01-13 18:14:00,898 - INFO - Epoch [88/300], Iter [39/39] Loss: -0.7042
2022-01-13 18:14:04,269 - INFO - Epoch [89/300], Iter [39/39] Loss: -0.6867
2022-01-13 18:14:07,504 - INFO - Epoch [90/300], Iter [39/39] Loss: -0.7109
2022-01-13 18:14:10,763 - INFO - Epoch [91/300], Iter [39/39] Loss: -0.6892
2022-01-13 18:14:14,017 - INFO - Epoch [92/300], Iter [39/39] Loss: -0.6976
2022-01-13 18:14:17,294 - INFO - Epoch [93/300], Iter [39/39] Loss: -0.7044
2022-01-13 18:14:20,524 - INFO - Epoch [94/300], Iter [39/39] Loss: -0.7099
2022-01-13 18:14:23,845 - INFO - Epoch [95/300], Iter [39/39] Loss: -0.6769
2022-01-13 18:14:27,108 - INFO - Epoch [96/300], Iter [39/39] Loss: -0.6988
2022-01-13 18:14:30,334 - INFO - Epoch [97/300], Iter [39/39] Loss: -0.6973
2022-01-13 18:14:33,566 - INFO - Epoch [98/300], Iter [39/39] Loss: -0.6940
2022-01-13 18:14:36,893 - INFO - Epoch [99/300], Iter [39/39] Loss: -0.6992
2022-01-13 18:14:40,219 - INFO - Epoch [100/300], Iter [39/39] Loss: -0.6989
2022-01-13 18:14:43,584 - INFO - Epoch [101/300], Iter [39/39] Loss: -0.6914
2022-01-13 18:14:46,823 - INFO - Epoch [102/300], Iter [39/39] Loss: -0.7179
2022-01-13 18:14:50,089 - INFO - Epoch [103/300], Iter [39/39] Loss: -0.7093
2022-01-13 18:14:53,361 - INFO - Epoch [104/300], Iter [39/39] Loss: -0.7114
2022-01-13 18:14:56,633 - INFO - Epoch [105/300], Iter [39/39] Loss: -0.7241
2022-01-13 18:14:59,948 - INFO - Epoch [106/300], Iter [39/39] Loss: -0.6969
2022-01-13 18:15:03,293 - INFO - Epoch [107/300], Iter [39/39] Loss: -0.6826
2022-01-13 18:15:06,565 - INFO - Epoch [108/300], Iter [39/39] Loss: -0.6997
2022-01-13 18:15:09,841 - INFO - Epoch [109/300], Iter [39/39] Loss: -0.7224
2022-01-13 18:15:13,119 - INFO - Epoch [110/300], Iter [39/39] Loss: -0.7081
2022-01-13 18:15:16,443 - INFO - Epoch [111/300], Iter [39/39] Loss: -0.7095
2022-01-13 18:15:19,740 - INFO - Epoch [112/300], Iter [39/39] Loss: -0.7245
2022-01-13 18:15:23,018 - INFO - Epoch [113/300], Iter [39/39] Loss: -0.7074
2022-01-13 18:15:26,288 - INFO - Epoch [114/300], Iter [39/39] Loss: -0.7089
2022-01-13 18:15:29,592 - INFO - Epoch [115/300], Iter [39/39] Loss: -0.7078
2022-01-13 18:15:32,922 - INFO - Epoch [116/300], Iter [39/39] Loss: -0.7117
2022-01-13 18:15:36,194 - INFO - Epoch [117/300], Iter [39/39] Loss: -0.7116
2022-01-13 18:15:39,450 - INFO - Epoch [118/300], Iter [39/39] Loss: -0.7105
2022-01-13 18:15:42,650 - INFO - Epoch [119/300], Iter [39/39] Loss: -0.7081
2022-01-13 18:15:46,015 - INFO - Epoch [120/300], Iter [39/39] Loss: -0.6946
2022-01-13 18:15:46,057 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:16:00,348 - INFO - mAP@50 I->T: 0.877, mAP@50 T->I: 0.838
2022-01-13 18:16:00,348 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:16:00,348 - INFO - --------------------------------------------------------------------
2022-01-13 18:16:03,821 - INFO - Epoch [121/300], Iter [39/39] Loss: -0.7086
2022-01-13 18:16:07,204 - INFO - Epoch [122/300], Iter [39/39] Loss: -0.6849
2022-01-13 18:16:10,533 - INFO - Epoch [123/300], Iter [39/39] Loss: -0.7237
2022-01-13 18:16:13,859 - INFO - Epoch [124/300], Iter [39/39] Loss: -0.7078
2022-01-13 18:16:17,215 - INFO - Epoch [125/300], Iter [39/39] Loss: -0.7127
2022-01-13 18:16:20,467 - INFO - Epoch [126/300], Iter [39/39] Loss: -0.7115
2022-01-13 18:16:23,722 - INFO - Epoch [127/300], Iter [39/39] Loss: -0.7104
2022-01-13 18:16:27,056 - INFO - Epoch [128/300], Iter [39/39] Loss: -0.6931
2022-01-13 18:16:30,360 - INFO - Epoch [129/300], Iter [39/39] Loss: -0.6917
2022-01-13 18:16:33,669 - INFO - Epoch [130/300], Iter [39/39] Loss: -0.7178
2022-01-13 18:16:37,007 - INFO - Epoch [131/300], Iter [39/39] Loss: -0.7120
2022-01-13 18:16:40,303 - INFO - Epoch [132/300], Iter [39/39] Loss: -0.6853
2022-01-13 18:16:43,638 - INFO - Epoch [133/300], Iter [39/39] Loss: -0.7164
2022-01-13 18:16:46,994 - INFO - Epoch [134/300], Iter [39/39] Loss: -0.7105
2022-01-13 18:16:50,237 - INFO - Epoch [135/300], Iter [39/39] Loss: -0.7153
2022-01-13 18:16:53,572 - INFO - Epoch [136/300], Iter [39/39] Loss: -0.7103
2022-01-13 18:16:56,824 - INFO - Epoch [137/300], Iter [39/39] Loss: -0.7071
2022-01-13 18:17:00,263 - INFO - Epoch [138/300], Iter [39/39] Loss: -0.7224
2022-01-13 18:17:03,598 - INFO - Epoch [139/300], Iter [39/39] Loss: -0.7130
2022-01-13 18:17:06,826 - INFO - Epoch [140/300], Iter [39/39] Loss: -0.7136
2022-01-13 18:17:10,201 - INFO - Epoch [141/300], Iter [39/39] Loss: -0.7086
2022-01-13 18:17:13,645 - INFO - Epoch [142/300], Iter [39/39] Loss: -0.7171
2022-01-13 18:17:17,019 - INFO - Epoch [143/300], Iter [39/39] Loss: -0.7201
2022-01-13 18:17:20,334 - INFO - Epoch [144/300], Iter [39/39] Loss: -0.7044
2022-01-13 18:17:23,621 - INFO - Epoch [145/300], Iter [39/39] Loss: -0.7250
2022-01-13 18:17:26,902 - INFO - Epoch [146/300], Iter [39/39] Loss: -0.7123
2022-01-13 18:17:30,182 - INFO - Epoch [147/300], Iter [39/39] Loss: -0.7056
2022-01-13 18:17:33,525 - INFO - Epoch [148/300], Iter [39/39] Loss: -0.6993
2022-01-13 18:17:36,917 - INFO - Epoch [149/300], Iter [39/39] Loss: -0.7114
2022-01-13 18:17:40,293 - INFO - Epoch [150/300], Iter [39/39] Loss: -0.7008
2022-01-13 18:17:43,815 - INFO - Epoch [151/300], Iter [39/39] Loss: -0.7121
2022-01-13 18:17:47,105 - INFO - Epoch [152/300], Iter [39/39] Loss: -0.7262
2022-01-13 18:17:50,402 - INFO - Epoch [153/300], Iter [39/39] Loss: -0.7217
2022-01-13 18:17:53,729 - INFO - Epoch [154/300], Iter [39/39] Loss: -0.7166
2022-01-13 18:17:57,055 - INFO - Epoch [155/300], Iter [39/39] Loss: -0.7238
2022-01-13 18:18:00,312 - INFO - Epoch [156/300], Iter [39/39] Loss: -0.7365
2022-01-13 18:18:03,670 - INFO - Epoch [157/300], Iter [39/39] Loss: -0.7225
2022-01-13 18:18:07,070 - INFO - Epoch [158/300], Iter [39/39] Loss: -0.7258
2022-01-13 18:18:10,354 - INFO - Epoch [159/300], Iter [39/39] Loss: -0.7312
2022-01-13 18:18:13,677 - INFO - Epoch [160/300], Iter [39/39] Loss: -0.7086
2022-01-13 18:18:13,718 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:18:27,868 - INFO - mAP@50 I->T: 0.875, mAP@50 T->I: 0.846
2022-01-13 18:18:27,868 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:18:27,868 - INFO - --------------------------------------------------------------------
2022-01-13 18:18:31,082 - INFO - Epoch [161/300], Iter [39/39] Loss: -0.7369
2022-01-13 18:18:34,329 - INFO - Epoch [162/300], Iter [39/39] Loss: -0.7189
2022-01-13 18:18:37,575 - INFO - Epoch [163/300], Iter [39/39] Loss: -0.7432
2022-01-13 18:18:40,860 - INFO - Epoch [164/300], Iter [39/39] Loss: -0.7041
2022-01-13 18:18:44,081 - INFO - Epoch [165/300], Iter [39/39] Loss: -0.7291
2022-01-13 18:18:47,408 - INFO - Epoch [166/300], Iter [39/39] Loss: -0.7179
2022-01-13 18:18:50,740 - INFO - Epoch [167/300], Iter [39/39] Loss: -0.7044
2022-01-13 18:18:54,061 - INFO - Epoch [168/300], Iter [39/39] Loss: -0.7183
2022-01-13 18:18:57,318 - INFO - Epoch [169/300], Iter [39/39] Loss: -0.7215
2022-01-13 18:19:00,554 - INFO - Epoch [170/300], Iter [39/39] Loss: -0.7096
2022-01-13 18:19:03,741 - INFO - Epoch [171/300], Iter [39/39] Loss: -0.7126
2022-01-13 18:19:07,026 - INFO - Epoch [172/300], Iter [39/39] Loss: -0.7312
2022-01-13 18:19:10,297 - INFO - Epoch [173/300], Iter [39/39] Loss: -0.7140
2022-01-13 18:19:13,567 - INFO - Epoch [174/300], Iter [39/39] Loss: -0.7240
2022-01-13 18:19:16,881 - INFO - Epoch [175/300], Iter [39/39] Loss: -0.7293
2022-01-13 18:19:20,219 - INFO - Epoch [176/300], Iter [39/39] Loss: -0.7240
2022-01-13 18:19:23,572 - INFO - Epoch [177/300], Iter [39/39] Loss: -0.6918
2022-01-13 18:19:26,885 - INFO - Epoch [178/300], Iter [39/39] Loss: -0.7183
2022-01-13 18:19:30,142 - INFO - Epoch [179/300], Iter [39/39] Loss: -0.7263
2022-01-13 18:19:33,481 - INFO - Epoch [180/300], Iter [39/39] Loss: -0.7072
2022-01-13 18:19:36,792 - INFO - Epoch [181/300], Iter [39/39] Loss: -0.7186
2022-01-13 18:19:40,495 - INFO - Epoch [182/300], Iter [39/39] Loss: -0.7412
2022-01-13 18:19:43,909 - INFO - Epoch [183/300], Iter [39/39] Loss: -0.7185
2022-01-13 18:19:47,218 - INFO - Epoch [184/300], Iter [39/39] Loss: -0.7075
2022-01-13 18:19:50,570 - INFO - Epoch [185/300], Iter [39/39] Loss: -0.7104
2022-01-13 18:19:53,997 - INFO - Epoch [186/300], Iter [39/39] Loss: -0.7227
2022-01-13 18:19:57,390 - INFO - Epoch [187/300], Iter [39/39] Loss: -0.7154
2022-01-13 18:20:00,738 - INFO - Epoch [188/300], Iter [39/39] Loss: -0.7258
2022-01-13 18:20:04,055 - INFO - Epoch [189/300], Iter [39/39] Loss: -0.7261
2022-01-13 18:20:07,337 - INFO - Epoch [190/300], Iter [39/39] Loss: -0.7140
2022-01-13 18:20:10,621 - INFO - Epoch [191/300], Iter [39/39] Loss: -0.7154
2022-01-13 18:20:13,933 - INFO - Epoch [192/300], Iter [39/39] Loss: -0.7041
2022-01-13 18:20:17,270 - INFO - Epoch [193/300], Iter [39/39] Loss: -0.7373
2022-01-13 18:20:20,524 - INFO - Epoch [194/300], Iter [39/39] Loss: -0.7045
2022-01-13 18:20:23,865 - INFO - Epoch [195/300], Iter [39/39] Loss: -0.7166
2022-01-13 18:20:27,293 - INFO - Epoch [196/300], Iter [39/39] Loss: -0.7316
2022-01-13 18:20:30,582 - INFO - Epoch [197/300], Iter [39/39] Loss: -0.7317
2022-01-13 18:20:33,856 - INFO - Epoch [198/300], Iter [39/39] Loss: -0.7236
2022-01-13 18:20:37,123 - INFO - Epoch [199/300], Iter [39/39] Loss: -0.7059
2022-01-13 18:20:40,364 - INFO - Epoch [200/300], Iter [39/39] Loss: -0.7041
2022-01-13 18:20:40,406 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:20:54,919 - INFO - mAP@50 I->T: 0.876, mAP@50 T->I: 0.848
2022-01-13 18:20:54,919 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:20:54,919 - INFO - --------------------------------------------------------------------
2022-01-13 18:20:58,229 - INFO - Epoch [201/300], Iter [39/39] Loss: -0.7191
2022-01-13 18:21:01,494 - INFO - Epoch [202/300], Iter [39/39] Loss: -0.6998
2022-01-13 18:21:04,911 - INFO - Epoch [203/300], Iter [39/39] Loss: -0.7018
2022-01-13 18:21:08,249 - INFO - Epoch [204/300], Iter [39/39] Loss: -0.7304
2022-01-13 18:21:11,569 - INFO - Epoch [205/300], Iter [39/39] Loss: -0.7266
2022-01-13 18:21:14,837 - INFO - Epoch [206/300], Iter [39/39] Loss: -0.7281
2022-01-13 18:21:18,152 - INFO - Epoch [207/300], Iter [39/39] Loss: -0.7081
2022-01-13 18:21:21,520 - INFO - Epoch [208/300], Iter [39/39] Loss: -0.7320
2022-01-13 18:21:24,887 - INFO - Epoch [209/300], Iter [39/39] Loss: -0.7005
2022-01-13 18:21:28,159 - INFO - Epoch [210/300], Iter [39/39] Loss: -0.7308
2022-01-13 18:21:31,529 - INFO - Epoch [211/300], Iter [39/39] Loss: -0.7214
2022-01-13 18:21:34,788 - INFO - Epoch [212/300], Iter [39/39] Loss: -0.7232
2022-01-13 18:21:38,108 - INFO - Epoch [213/300], Iter [39/39] Loss: -0.7127
2022-01-13 18:21:41,471 - INFO - Epoch [214/300], Iter [39/39] Loss: -0.6899
2022-01-13 18:21:44,799 - INFO - Epoch [215/300], Iter [39/39] Loss: -0.7299
2022-01-13 18:21:48,107 - INFO - Epoch [216/300], Iter [39/39] Loss: -0.7122
2022-01-13 18:21:51,403 - INFO - Epoch [217/300], Iter [39/39] Loss: -0.7312
2022-01-13 18:21:54,681 - INFO - Epoch [218/300], Iter [39/39] Loss: -0.7413
2022-01-13 18:21:57,985 - INFO - Epoch [219/300], Iter [39/39] Loss: -0.7126
2022-01-13 18:22:01,452 - INFO - Epoch [220/300], Iter [39/39] Loss: -0.7189
2022-01-13 18:22:04,705 - INFO - Epoch [221/300], Iter [39/39] Loss: -0.7328
2022-01-13 18:22:07,977 - INFO - Epoch [222/300], Iter [39/39] Loss: -0.7206
2022-01-13 18:22:11,446 - INFO - Epoch [223/300], Iter [39/39] Loss: -0.7318
2022-01-13 18:22:14,704 - INFO - Epoch [224/300], Iter [39/39] Loss: -0.7245
2022-01-13 18:22:18,073 - INFO - Epoch [225/300], Iter [39/39] Loss: -0.7230
2022-01-13 18:22:21,353 - INFO - Epoch [226/300], Iter [39/39] Loss: -0.7313
2022-01-13 18:22:24,581 - INFO - Epoch [227/300], Iter [39/39] Loss: -0.7323
2022-01-13 18:22:28,042 - INFO - Epoch [228/300], Iter [39/39] Loss: -0.7224
2022-01-13 18:22:31,317 - INFO - Epoch [229/300], Iter [39/39] Loss: -0.7231
2022-01-13 18:22:34,617 - INFO - Epoch [230/300], Iter [39/39] Loss: -0.7188
2022-01-13 18:22:37,878 - INFO - Epoch [231/300], Iter [39/39] Loss: -0.6906
2022-01-13 18:22:41,237 - INFO - Epoch [232/300], Iter [39/39] Loss: -0.7256
2022-01-13 18:22:44,647 - INFO - Epoch [233/300], Iter [39/39] Loss: -0.7297
2022-01-13 18:22:47,937 - INFO - Epoch [234/300], Iter [39/39] Loss: -0.7227
2022-01-13 18:22:51,199 - INFO - Epoch [235/300], Iter [39/39] Loss: -0.7197
2022-01-13 18:22:54,497 - INFO - Epoch [236/300], Iter [39/39] Loss: -0.7199
2022-01-13 18:22:57,794 - INFO - Epoch [237/300], Iter [39/39] Loss: -0.7360
2022-01-13 18:23:01,118 - INFO - Epoch [238/300], Iter [39/39] Loss: -0.6987
2022-01-13 18:23:04,545 - INFO - Epoch [239/300], Iter [39/39] Loss: -0.7218
2022-01-13 18:23:07,912 - INFO - Epoch [240/300], Iter [39/39] Loss: -0.7246
2022-01-13 18:23:07,952 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:23:22,398 - INFO - mAP@50 I->T: 0.877, mAP@50 T->I: 0.859
2022-01-13 18:23:22,399 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:23:22,399 - INFO - --------------------------------------------------------------------
2022-01-13 18:23:25,716 - INFO - Epoch [241/300], Iter [39/39] Loss: -0.7260
2022-01-13 18:23:29,083 - INFO - Epoch [242/300], Iter [39/39] Loss: -0.7274
2022-01-13 18:23:32,451 - INFO - Epoch [243/300], Iter [39/39] Loss: -0.7260
2022-01-13 18:23:35,728 - INFO - Epoch [244/300], Iter [39/39] Loss: -0.7180
2022-01-13 18:23:39,085 - INFO - Epoch [245/300], Iter [39/39] Loss: -0.7139
2022-01-13 18:23:42,392 - INFO - Epoch [246/300], Iter [39/39] Loss: -0.6992
2022-01-13 18:23:45,806 - INFO - Epoch [247/300], Iter [39/39] Loss: -0.7351
2022-01-13 18:23:49,317 - INFO - Epoch [248/300], Iter [39/39] Loss: -0.7010
2022-01-13 18:23:52,822 - INFO - Epoch [249/300], Iter [39/39] Loss: -0.7152
2022-01-13 18:23:56,255 - INFO - Epoch [250/300], Iter [39/39] Loss: -0.7119
2022-01-13 18:23:59,656 - INFO - Epoch [251/300], Iter [39/39] Loss: -0.7134
2022-01-13 18:24:03,125 - INFO - Epoch [252/300], Iter [39/39] Loss: -0.7257
2022-01-13 18:24:06,486 - INFO - Epoch [253/300], Iter [39/39] Loss: -0.7341
2022-01-13 18:24:09,763 - INFO - Epoch [254/300], Iter [39/39] Loss: -0.7145
2022-01-13 18:24:13,210 - INFO - Epoch [255/300], Iter [39/39] Loss: -0.7330
2022-01-13 18:24:16,692 - INFO - Epoch [256/300], Iter [39/39] Loss: -0.7170
2022-01-13 18:24:20,177 - INFO - Epoch [257/300], Iter [39/39] Loss: -0.7308
2022-01-13 18:24:23,609 - INFO - Epoch [258/300], Iter [39/39] Loss: -0.7377
2022-01-13 18:24:26,977 - INFO - Epoch [259/300], Iter [39/39] Loss: -0.7144
2022-01-13 18:24:30,300 - INFO - Epoch [260/300], Iter [39/39] Loss: -0.7205
2022-01-13 18:24:33,771 - INFO - Epoch [261/300], Iter [39/39] Loss: -0.7302
2022-01-13 18:24:37,175 - INFO - Epoch [262/300], Iter [39/39] Loss: -0.7229
2022-01-13 18:24:40,508 - INFO - Epoch [263/300], Iter [39/39] Loss: -0.7120
2022-01-13 18:24:43,899 - INFO - Epoch [264/300], Iter [39/39] Loss: -0.7164
2022-01-13 18:24:47,316 - INFO - Epoch [265/300], Iter [39/39] Loss: -0.7234
2022-01-13 18:24:50,685 - INFO - Epoch [266/300], Iter [39/39] Loss: -0.7216
2022-01-13 18:24:54,014 - INFO - Epoch [267/300], Iter [39/39] Loss: -0.7181
2022-01-13 18:24:57,404 - INFO - Epoch [268/300], Iter [39/39] Loss: -0.7251
2022-01-13 18:25:00,761 - INFO - Epoch [269/300], Iter [39/39] Loss: -0.7173
2022-01-13 18:25:04,113 - INFO - Epoch [270/300], Iter [39/39] Loss: -0.7119
2022-01-13 18:25:07,543 - INFO - Epoch [271/300], Iter [39/39] Loss: -0.7341
2022-01-13 18:25:10,937 - INFO - Epoch [272/300], Iter [39/39] Loss: -0.7315
2022-01-13 18:25:14,321 - INFO - Epoch [273/300], Iter [39/39] Loss: -0.7308
2022-01-13 18:25:17,713 - INFO - Epoch [274/300], Iter [39/39] Loss: -0.7202
2022-01-13 18:25:21,113 - INFO - Epoch [275/300], Iter [39/39] Loss: -0.7117
2022-01-13 18:25:24,573 - INFO - Epoch [276/300], Iter [39/39] Loss: -0.7313
2022-01-13 18:25:27,955 - INFO - Epoch [277/300], Iter [39/39] Loss: -0.7105
2022-01-13 18:25:31,328 - INFO - Epoch [278/300], Iter [39/39] Loss: -0.7337
2022-01-13 18:25:34,675 - INFO - Epoch [279/300], Iter [39/39] Loss: -0.7243
2022-01-13 18:25:38,118 - INFO - Epoch [280/300], Iter [39/39] Loss: -0.7456
2022-01-13 18:25:38,160 - INFO - --------------------Evaluation: mAP@50-------------------
2022-01-13 18:25:53,002 - INFO - mAP@50 I->T: 0.878, mAP@50 T->I: 0.848
2022-01-13 18:25:53,002 - INFO - Best MAP of I->T: 0.882, Best mAP of T->I: 0.856
2022-01-13 18:25:53,003 - INFO - --------------------------------------------------------------------
2022-01-13 18:25:56,428 - INFO - Epoch [281/300], Iter [39/39] Loss: -0.7231
2022-01-13 18:25:59,885 - INFO - Epoch [282/300], Iter [39/39] Loss: -0.7058
2022-01-13 18:26:03,320 - INFO - Epoch [283/300], Iter [39/39] Loss: -0.7052
2022-01-13 18:26:06,881 - INFO - Epoch [284/300], Iter [39/39] Loss: -0.7162
2022-01-13 18:26:10,288 - INFO - Epoch [285/300], Iter [39/39] Loss: -0.7331
2022-01-13 18:26:13,654 - INFO - Epoch [286/300], Iter [39/39] Loss: -0.7239
